IdBibliografia,Autore,Titolo,ISBN,new_authors,new_identifier
905,Campi P. M.,Dell'historia ecclesiastica di Piacenza. III,,['Pietro Maria Campi'],"[{'type': 'OTHER', 'identifier': 'IBNN:BNA01001470234'}]"
906,Cesari C.,Castelli del Modenese,,"['Giuseppe Gibelli', 'R. Pirotta']","[{'type': 'OTHER', 'identifier': 'RMS:RMSBVIOB000000814$$$1'}]"
907,Chiaramonti S.,Caesenae historia authore Scipione Claramontio,,"['Istituto di Scienze Religiose A. Marvelli', 'Samuele Giombi', 'Emanuele Giunchi']","[{'type': 'ISBN_13', 'identifier': '9788869272172'}, {'type': 'ISBN_10', 'identifier': '8869272176'}]"
908,Delucca O.,La casa rurale,,['Aldo Castellano'],"[{'type': 'OTHER', 'identifier': 'UOM:39015017984645'}]"
910,Drei G.,Le carte degli archivi parmensi. II. Dall'anno 1001 all'anno 1100,,['Mattia Francesco Antonio Cantatore'],"[{'type': 'ISBN_13', 'identifier': '9788892852488'}, {'type': 'ISBN_10', 'identifier': '8892852485'}]"
911,Drei G.,Le carte degli archivi parmensi del XII secolo. III,,"[""Nicolangelo D'Acunto""]","[{'type': 'ISBN_13', 'identifier': '9788884530837'}, {'type': 'ISBN_10', 'identifier': '8884530830'}]"
912,Fabri G.,Le sagre memorie di Ravenna antica. Parte prima-seconda!?Le scrisse Girolamo Fabri,,['Girolamo Fabri'],"[{'type': 'OTHER', 'identifier': 'OCLC:457751157'}]"
913,Fabri G.,"Ravenna ricercata, overo Compendio istorico delle cose più notabili dell'Antica città di Ravenna",,['Girolamo Fabri'],"[{'type': 'ISBN_10', 'identifier': '8889900539'}, {'type': 'ISBN_13', 'identifier': '9788889900536'}]"
914,Ferri A.,Estratti dagli archivi imolesi,,,"[{'type': 'OTHER', 'identifier': 'ONB:+Z331076303'}]"
915,Ferri A.,Pianta esatta della moderna città d'Imola e degl'undici borghi che la circondano,,['Francesco Maria Mancurti'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105121473685'}]"
916,Ferri A.,Sommario di circa mille e quattrocento scritture autentiche,,,"[{'type': 'OTHER', 'identifier': 'UOM:39015032102769'}]"
917,Micheli G.,La cessione di Bardi e Compiano dai Doria-Landi ai Farnesi (1682),,"['Renato Vignodelli Rubrichi', 'Archivio Doria Landi Pamphilj']","[{'type': 'OTHER', 'identifier': 'UVA:X000287881'}]"
918,Micheli G.,La ribellione di Borgotaro al Landi,,['Luigi Pigorini'],"[{'type': 'OTHER', 'identifier': 'BSB:BSB10079197'}]"
919,"Garuti A., Colli D.",Le torri perdute: rocche e castelli dei Pio,,"['Pietro Parmiggiani', 'Dante Colli']","[{'type': 'OTHER', 'identifier': 'OCLC:159799281'}]"
920,Foschi U.,Le distrutte Torri di Mezzano simbolo dei potenti Rasponi,,['Stefano Tumidei'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105029979460'}]"
921,Foschi U.,Le frazioni del Comune di Ravenna: Castiglione,,['Antonio Raimondo Rossi'],"[{'type': 'OTHER', 'identifier': 'ONB:+Z188286605'}]"
922,Foschi U.,Le frazioni del Comune di Ravenna: Castiglione,,['Antonio Raimondo Rossi'],"[{'type': 'OTHER', 'identifier': 'ONB:+Z188286605'}]"
923,Foschi U.,Pievequinta e la Bastia,,['Emilio Rosetti'],"[{'type': 'OTHER', 'identifier': 'ZBZH:ZBZ-00100491'}]"
924,Foschi U.,Rocche e castelli di Romagna,,,"[{'type': 'OTHER', 'identifier': 'STANFORD:36105003731507'}]"
925,Foschi U.,San Pietro in Vincoli e la sua storia,,['Alessandro Ippoliti'],"[{'type': 'OTHER', 'identifier': 'UOM:39015043159873'}]"
926,Foschi U.,San Zaccaria nell'archeologia e nella storia,,,"[{'type': 'OTHER', 'identifier': 'BSB:BSB11799413'}]"
927,Foschi U.,"Una ""torre polentana"" e ""un castello rinascimentale"" a Castiglione di Ravenna",,,
928,Franchi G.,Poveri Homini: cronaca parmense del sec. XVI (1543-1557),,"['Giorgio Franchi', 'Giuseppe Bertozzi', 'Franco Grisenti']","[{'type': 'OTHER', 'identifier': 'UOM:39015028725334'}]"
929,Frati L.,Il saccheggio del castello di Porta Galliera nel 1334,,"['Lodovico Frati', 'Bologna. Castello di Porta Galliera']","[{'type': 'OTHER', 'identifier': 'OCLC:881745579'}]"
930,Frizzi A.,Memorie per la storia di Ferrara,,['Antonio Frizzi'],"[{'type': 'OTHER', 'identifier': 'OXFORD:555078751'}]"
931,Frizzi A.,Memorie per la storia di Ferrara,,['Antonio Frizzi'],"[{'type': 'OTHER', 'identifier': 'OXFORD:555078751'}]"
932,,"Rezzanello la villa, la chiesa, il castello",,,"[{'type': 'OTHER', 'identifier': 'SRLF:A0002167781'}]"
933,Gaddoni S.,Il testamento di Maghinardo Pagani da Susinana,,['Serafino Gaddoni (OFM)'],"[{'type': 'OTHER', 'identifier': 'OCLC:1247092066'}]"
934,Gaddoni S.,Le chiese della diocesi di Imola,,['Diocesi di Imola'],"[{'type': 'OTHER', 'identifier': 'IBUR:BU101024188'}]"
935,"Gaddoni S., Zaccherini G.",Chartularium Imolense. Archivum S. Cassiani (964-1200),,,"[{'type': 'OTHER', 'identifier': 'IBNR:CR300074714'}]"
936,,Diario Ferrarese dall'anno 1409 sino al 1502 di autori incerti,,,"[{'type': 'OTHER', 'identifier': 'OCLC:1041304668'}]"
937,Ghidiglia Quintavalle A.,Castelli diruti e scomparsi nell'Alpe parmense,,['Felice (da Mareto)'],"[{'type': 'OTHER', 'identifier': 'UVA:X002599648'}]"
938,Ghidiglia Quintavalle A.,Castelli del parmense,,['Augusta Ghidiglia Quintavalle'],"[{'type': 'OTHER', 'identifier': 'LCCN:59052415'}]"
939,Ghirardacci C.,Della historia di Bologna. Parte prima,,['Cherubino Ghirardacci'],"[{'type': 'OTHER', 'identifier': 'IBAR:BA100004646'}]"
940,Ghirardacci C.,Della historia di Bologna. Parte seconda,,['Cherubino Ghirardacci'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF005857540'}]"
942,Ghirardacci C.,Della historia di Bologna. Parte terza,,['Cherubino Ghirardacci'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105210961558'}]"
943,Mastro Pedrino G.,Cronica del suo tempo,,['Paolo Giovio'],"[{'type': 'OTHER', 'identifier': 'UCSD:31822035070176'}]"
944,Pongini G.,Storia di Bardi e della Vaceno ?,,['Giovanni Pongini'],"[{'type': 'OTHER', 'identifier': 'LCCN:78354966'}]"
945,"Giovannini C., Ricci G.",Ravenna,8842026077,['Corrado Ricci'],"[{'type': 'OTHER', 'identifier': 'UOM:39015050668881'}]"
946,Goez E.,Die Urkunden und Briefe der Markgrafin Mathilde von Tuszien,,['Mathilde'],"[{'type': 'OTHER', 'identifier': 'UCSC:32106015471755'}]"
947,,Chronica tria placentina a Iohanne Codagnello ab anonymo et a Guerino conscripta,,['Giovanni Codagnello'],"[{'type': 'OTHER', 'identifier': 'OCLC:63569407'}]"
949,Huillard Brèholles ?,Historia diplomatica Friderici Secundi,,"['Jean Louis Alphonse Huillard-Bréholles', ""duc Honoré Théodoric Paul Joseph d'Albert Luynes""]","[{'type': 'OTHER', 'identifier': 'KBR:KBR0000078310'}]"
950,Huillard Brèholles ?,Historia diplomatica Friderici Secondi,,['Felice De Angeli'],"[{'type': 'OTHER', 'identifier': 'IBNN:BNLP000020970'}]"
952,De Mussis I.,Chronicon Placentinorum ab anno CCXII usque ad annum MCCCCII,,"['Bruno Andreolli', 'Mauro Calzolari']","[{'type': 'OTHER', 'identifier': 'UOM:39015069304189'}]"
953,Lazzari T.,Inventario dei fondi antichi dell'archivio storico del Comune di Imola,,"['Roberta Mucciarelli', 'Gabriella Piccinni', 'Giuliano Pinto']","[{'type': 'OTHER', 'identifier': 'STANFORD:36105115328531'}]"
954,Broglio Tartaglia G.,Cronaca malatestiana del secolo XV. Dalla Cronaca Universale,,['Gaspare Broglio Tartaglia'],"[{'type': 'OTHER', 'identifier': 'LCCN:84189481'}]"
955,Malpeli M. L.,Dissertazioni sulla storia antica di Bagnacavallo del signore Michel-Luigi Malpeli,,['Michel Luigi Malpeli'],"[{'type': 'OTHER', 'identifier': 'BSB:BSB10052041'}]"
956,Mancini F.,Mostra delle rocche di Romagna: testo e catalogo,,,"[{'type': 'OTHER', 'identifier': 'UOM:39015035083123'}]"
957,"Mancini F.,Giberti M.,Veggiani",Imola nel Medioevo,,"['Fausto Mancini', 'Antonio Veggiani', 'Mario Giberti']","[{'type': 'OTHER', 'identifier': 'OCLC:955864089'}]"
958,Marini M.,Memorie istorico-critiche della città di Santo Arcangelo,,['Marino Marini'],"[{'type': 'OTHER', 'identifier': 'OCLC:1152806331'}]"
959,Martinetti Cardoni G.,"Intorno alle belle arti, al Po, alla Padusa, alle mura di Ravenna, all'invenzione dell'artiglieria ?",,['Gasparo Martinetti Cardoni'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF005851506'}]"
960,Matteini N.,Romagna,,"['Deputazione di storia patria per le provincie di Romagna, Bologna']","[{'type': 'ISBN_10', 'identifier': '8836523463'}, {'type': 'ISBN_13', 'identifier': '9788836523467'}]"
961,Mascanzoni L.,Un centro emergente della Romagna: Lugo nei secoli XIII e XIV,,['Leardo Mascanzoni'],"[{'type': 'OTHER', 'identifier': 'OCLC:878680772'}]"
962,Mascanzoni L.,Urbanistica ed edilizia a Ravenna in età Veneziana,,"['Dante Bolognesi', 'Biblioteca comunale classense (Ravenna, Italy)']","[{'type': 'OTHER', 'identifier': 'UOM:39015050668881'}]"
963,"Battagli M., da Rimini",Marcha di Marco Battagli da Rimini: AA. 1212-1354,,['Aldo Francesco Massèra'],"[{'type': 'ISBN_10', 'identifier': '0428972225'}, {'type': 'ISBN_13', 'identifier': '9780428972226'}]"
964,Di Coppo Stefani M.,Cronaca fiorentina,,['Dino Compagni'],"[{'type': 'OTHER', 'identifier': 'SRLF:AX0000240275'}]"
965,Manzoni A. M.,Annalium imolensium ab origine usque ad annum 1279,,['Ireneo Affo'],"[{'type': 'OTHER', 'identifier': 'ONB:+Z17214140X'}]"
966,Martinetti Cardoni G.,"Ravenna antica: alcune note e aggiunte, e alcuni schiarimenti e documenti alle XVII lettere su Ravenna antica",,['Gasparo Martinetti Cardoni'],"[{'type': 'OTHER', 'identifier': 'OXFORD:600077739'}]"
967,Mariotti G.,Il territorio di Parma dalle origini alla dominazione napoleonica,,['Alessandro De Luca'],"[{'type': 'ISBN_13', 'identifier': '9781291042795'}, {'type': 'ISBN_10', 'identifier': '1291042792'}]"
968,Ricci C.,Cronache e documenti: Per la storia ravennate del secolo XVI,,['Corrado Ricci'],"[{'type': 'OTHER', 'identifier': 'NYPL:33433081569711'}]"
969,Ricci C.,Francesca da Rimini e i Polentani nei monumenti e nell'arte,,['Corrado Ricci'],"[{'type': 'OTHER', 'identifier': 'OCLC:644067442'}]"
970,Ricci C.,Ravenna e i suoi dintorni,,['Corrado Ricci'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF005706611'}]"
971,Rinaldi R.,"La valle dell'Idice in età Medievale. Paesaggio, insediamenti .... VIII-XIII secolo",,,"[{'type': 'ISBN_13', 'identifier': '9788878147324'}, {'type': 'ISBN_10', 'identifier': '887814732X'}]"
972,Pilandri G.,Cervia vecchia,,['Alessandro Quartieri'],"[{'type': 'OTHER', 'identifier': 'OCLC:886998574'}]"
973,Pilandri G.,La rocca di Cervia Vecchia,,,"[{'type': 'OTHER', 'identifier': 'UOM:39015072471181'}]"
974,Pini A. I.,"Il ""certificato di nascita"" di un borgofranco strategico bolognese. La lapide di fondazione ?",,,"[{'type': 'OTHER', 'identifier': 'UOM:39015079669738'}]"
975,Pini A. I.,La popolazione di Imola e del suo territorio nel XIII e XIV secolo,,['Antonio Ivan Pini'],"[{'type': 'OTHER', 'identifier': 'UOM:39015028193863'}]"
976,Mancini G.,Le decorazioni quattro e cinquecentesche del castello sassolese: prime indagini e riflessioni,,['Graziano Mario Valenti'],"[{'type': 'ISBN_13', 'identifier': '9788898533459'}, {'type': 'ISBN_10', 'identifier': '8898533454'}]"
977,Mantovi F.,Rocche e castelli lungo il corso del Tiepido e del Guerro,,['Pierpaolo Bonacini'],"[{'type': 'OTHER', 'identifier': 'UOM:39015055466950'}]"
978,Mantovi F.,"Rocche, torri e castelli nelle vallate del Dolo e del Dragone",,"['Andrea Cardarelli', 'Luigi Malnati']","[{'type': 'ISBN_13', 'identifier': '9788878143180'}, {'type': 'ISBN_10', 'identifier': '8878143189'}]"
979,Marinelli L.,La rocca Brancaleone in Ravenna,,"['Giampaolo Bolzani', 'Paolo Bolzani']","[{'type': 'ISBN_10', 'identifier': '8871892356'}, {'type': 'ISBN_13', 'identifier': '9788871892351'}]"
980,Marinelli L.,Le antiche fortezze di Romagna,,['Lodovico Marinelli'],"[{'type': 'OTHER', 'identifier': 'OCLC:799667465'}]"
981,Marinelli L.,Le principali fortezze di Romagna,,['Andrea Fiorini'],"[{'type': 'ISBN_13', 'identifier': '9788878149496'}, {'type': 'ISBN_10', 'identifier': '8878149497'}]"
982,Da Canal M.,Les estoires de Venise: cronaca veneziana in lingua francese dalle origini al 1275,,"['Martino da Canale', 'Alberto Limentani']","[{'type': 'OTHER', 'identifier': 'STANFORD:36105025666079'}]"
983,Mascanzoni L.,L' estimo del comitato di Imola del 1265,8849113978,"['Massimo Montanari', 'Augusto Vasina']","[{'type': 'OTHER', 'identifier': 'UOM:39015055816873'}]"
984,Savioli L. V.,Annali bolognesi. Vol. I part. 1-Vol. III part. 2!,,,"[{'type': 'OTHER', 'identifier': 'IBNN:BNA01001472976'}]"
985,"Simeoni L., Vicini E. P.",Registrum Privilegiorum Comunis Mutine,,['Pierpaolo Bonacini'],"[{'type': 'OTHER', 'identifier': 'UOM:39015060581298'}]"
986,Spreti D.,"De amplitudine, eversione et restauratione urbis Ravenna libri tres a Camillo Spreti pat. Ravennate",,,"[{'type': 'OTHER', 'identifier': 'IBNF:CF005857529'}]"
987,Spreti D.,"Ravennatis libri III De amplitudine, De vastatione, De instauratione Urbis Ravennae",,"['Desiderius Spretus', 'Desiderio Spreti']","[{'type': 'OTHER', 'identifier': 'ONB:+Z164177305'}]"
988,Stella G.,"Ravenna antica: storia, mappe, vedute",,['Gianfranco Stella'],"[{'type': 'OTHER', 'identifier': 'OCLC:780857867'}]"
989,Tarlazzi A.,Memorie sacre di Ravenna scritte dal sacerdote Antonio Tarlazzi in continuazione di quelle pubblicate,,['Girolamo Fabri'],"[{'type': 'OTHER', 'identifier': 'OCLC:818981019'}]"
990,Tiraboschi G.,Dizionario topografico storico degli Stati estensi. II,,['Girolamo Tiraboschi'],"[{'type': 'OTHER', 'identifier': 'ONB:+Z156357906'}]"
991,Merlini F.,I castelli di Fiagnano e di Croara,,['Giulio Cesare Cerchiari'],"[{'type': 'OTHER', 'identifier': 'IBNR:CR102014978'}]"
992,Merlini F.,I monaci di S. Maria in Regola feudatari della Massa di Bubano,,['Andrea Ferri'],"[{'type': 'OTHER', 'identifier': 'WISC:89056093289'}]"
993,Merlini F.,Il castello di Linaro feudo degli Alidosi,,['Vincenzo Carrari'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105130568475'}]"
994,Merlini F.,Il castello di Mezzocolle e la pieve di S. Savino,,,"[{'type': 'OTHER', 'identifier': 'UVA:X004332654'}]"
995,Merlini F.,Il castello di Poggiolo e il vicus di Torano,,['Andrea Ferri'],"[{'type': 'OTHER', 'identifier': 'WISC:89056093289'}]"
996,Merlini F.,Il castello e la Curtis di Sellustra,,,"[{'type': 'OTHER', 'identifier': 'UOM:39015051569401'}]"
997,Merlini F.,Il castrum Imolae,,['Glauco Maria Cantarella'],"[{'type': 'OTHER', 'identifier': 'UCAL:B3834020'}]"
998,Merlini F.,Il territorio del castrum Imolae,,['Andrea Ferri'],"[{'type': 'OTHER', 'identifier': 'WISC:89056093289'}]"
999,Merlini F.,"La città tripartita: Imola, Castel d'Imola e Castel San Cassiano",,['Enrica Zambelli'],"[{'type': 'OTHER', 'identifier': 'UOM:39015049674958'}]"
1000,Merlini F.,La distruzione di Castel d'Imola e il trasferimento degli abitanti,,['Andrea Ferri'],"[{'type': 'OTHER', 'identifier': 'WISC:89056093289'}]"
1001,Merlini F.,"La località di Vidiuno e il misterioso ""Castrum Taularia""",,['Andrea Ferri'],"[{'type': 'OTHER', 'identifier': 'WISC:89056093289'}]"
1002,Merlini F.,La pieve di S. Maria del castello di Tossignano,,['Giuseppe Benacci'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF990958314'}]"
1003,Merlini F.,La tomba dei Patarini dove c'è la via Mura,,['Andrea Ferri'],"[{'type': 'OTHER', 'identifier': 'WISC:89056093289'}]"
1004,Merlini F.,Le fertili terre di Bubano fra le paludi e i serpenti,,,
1005,Merlini F.,Mordano nelle mani di frati affaristi e contrabbandieri,,,
1006,Merlini F.,Ora è Casola Canina ma alle origini si chiamava Nonculie,,,
1007,Merlini F.,Pieve S. Andrea e Pidriaga alzavano castelli e torri,,,
1008,Merlini F.,Trecenta: il porto che sorgeva a Fantuzza,,['Primo Uccellini'],"[{'type': 'OTHER', 'identifier': 'UCAL:C2529263'}]"
1009,Merlini F.,Trentola: un castello fra Sillaro e Sellustra poi distrutto dagli imolesi,,['Andrea Ferri'],"[{'type': 'OTHER', 'identifier': 'WISC:89056093289'}]"
1010,Merlini F.,Un castello a Montecatone,,['Istituto storico italiano'],"[{'type': 'OTHER', 'identifier': 'OSU:32435023673163'}]"
1011,Panini F.,Cronica della città di Modena,,"[""Jacopino de' Bianchi""]","[{'type': 'OTHER', 'identifier': 'BSB:BSB10987040'}]"
1012,Pasolini  S.,"Lustri ravennati dall'anno seicento doppo l'universal diluvio-sino all'anno mille, e cinquecento ottantaotto!",,['Serafino Pasolino'],"[{'type': 'OTHER', 'identifier': 'HARVARD:HH2CV7'}]"
1013,Rameri P.,Sulle origini di Compiano,,['Felice (da Mareto)'],"[{'type': 'OTHER', 'identifier': 'UVA:X002599648'}]"
1014,Pigna ?,Istoria dei principi d'Este,,['Pietro Luigi Datta'],"[{'type': 'OTHER', 'identifier': 'BCUL:1094788370'}]"
1015,Sassi M.,Castelli in Romagna: l'incastellamento tra X e XII secolo nelle province romagnole e nel Montefeltro,8883124928,['Marco Sassi'],"[{'type': 'ISBN_10', 'identifier': '8883124928'}, {'type': 'ISBN_13', 'identifier': '9788883124921'}]"
1016,Mauro M.,La rocca di Ravenna: Rocca Brancaleone,888733708x,['Maurizio Mauro'],"[{'type': 'ISBN_10', 'identifier': '888733708X'}, {'type': 'ISBN_13', 'identifier': '9788887337082'}]"
1017,Pezzi Siboni P.,"Russi di Romagna: villa, castello, città e le sue memorie",,['Pietro Pezzi-Siboni'],"[{'type': 'OTHER', 'identifier': 'LCCN:a51007222'}]"
1018,Picco F.,Castelli e rocche del Piacentino,,['Andrea Corna (OFM)'],"[{'type': 'OTHER', 'identifier': 'OCLC:878294229'}]"
1019,Rossi G.,Storie Ravennati,8880631063,['Girolamo Rossi'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105019514061'}]"
1020,Nardi I.,Istorie della città di Firenze di Iacopo Nardi ridotte alla lezione de' codici originali con l'aggiunta,,['Jacopo Nardi'],"[{'type': 'OTHER', 'identifier': 'NLS:V001482159'}]"
1021,Pasolini P. D.,Documenti riguardanti antiche relazioni fra Venezia e Ravenna,,['Pi.Des Pasolini'],"[{'type': 'OTHER', 'identifier': 'OCLC:69434825'}]"
1022,Pasolini P. D.,I tiranni di Romagna e i papi nel Medio Evo: note storiche,,"['Conte Pier Desiderio Pasolini', 'Pier Desiderio Pasolini']","[{'type': 'OTHER', 'identifier': 'UBBS:UBBS-00061591'}]"
1023,"Messori P., Dotti Messori G.",L'influenza feudale sugli insediamenti umani nell'alta Valle del Panaro,,,"[{'type': 'OTHER', 'identifier': 'WISC:89101108637'}]"
1024,,Chartularium Imolense. Archivum S. Cassiani (1201-1250),,['Nicola Matteini'],"[{'type': 'ISBN_10', 'identifier': '8886946163'}, {'type': 'ISBN_13', 'identifier': '9788886946162'}]"
1025,Palmieri A.,La montagna bolognese del Medioevo,,['Arturo Palmieri'],"[{'type': 'OTHER', 'identifier': 'OCLC:963430510'}]"
1026,Pasolini P. D.,Del palazzo di Teodorico in Ravenna. Dissertazione di Pietro Desiderio Pasolini,,['Pier Desiderio Pasolini'],"[{'type': 'OTHER', 'identifier': 'IBSC:SC200072897'}]"
1027,Pasolini P. D.,Delle antiche relazioni fra Venezia e Ravenna. Memorie raccolte da Pietro Desiderio Pasolini,,"[""Pietro Desiderio Pasolini dall'Onda""]","[{'type': 'OTHER', 'identifier': 'BSB:BSB11184923'}]"
1028,Pelicelli N.,Pier Maria Rossi e i suoi castelli,,['Nestore Pelicelli'],"[{'type': 'OTHER', 'identifier': 'OCLC:252236597'}]"
1029,Pellegri M.,"I castelli, le chiese e i paesi del Comune di Langhirano nella storia e nell'arte",,['Marco Pellegri'],"[{'type': 'OTHER', 'identifier': 'UCAL:$B350874'}]"
1030,Pini A. I.,"Ravenna, Venezia e Bologna da Marcamò al Primaro (1251-1271)",,"['Monique Bourin', 'Giovanni Cherubini', 'Giuliano Pinto']","[{'type': 'ISBN_13', 'identifier': '9788884538826'}, {'type': 'ISBN_10', 'identifier': '8884538823'}]"
1031,Poggiali C.,Memorie storiche di Piacenza compilate dal preposto Cristoforo Poggiali bibliotecario di S.A.R.. VI,,['Cristoforo Poggiali'],"[{'type': 'OTHER', 'identifier': 'BML:37001102073447'}]"
1032,Poggiali C.,Memorie storiche di Piacenza compilate dal preposto Cristoforo Poggiali bibliotecario di S.A.R.. I,,['Cristoforo Poggiali'],"[{'type': 'OTHER', 'identifier': 'BML:37001102073439'}]"
1034,Repetti E.,Dizionario geografico fisico storico della Toscana,,['Emanuele Repetti'],"[{'type': 'OTHER', 'identifier': 'HARVARD:32044021571765'}]"
1035,"Riccobaldo, da Ferrara",Hist. Imperatorum ect. ?,,['Cornelius Nepos'],"[{'type': 'OTHER', 'identifier': 'BL:A0018084765'}]"
1036,Tabanelli M.,Le mura delle città e dei castelli di Romagna,,,"[{'type': 'ISBN_13', 'identifier': '9788878144354'}, {'type': 'ISBN_10', 'identifier': '8878144355'}]"
1037,Savini V.,Notabilium gestorum civitatis Imolae,,['Romeo Galli'],"[{'type': 'OTHER', 'identifier': 'HARVARD:32044017925157'}]"
1038,Savini G.,"Ravenna. Piante panoramiche, voll. I-V. Edifici pubblici e privati, luoghi e cose notevoli urbani",,,"[{'type': 'OTHER', 'identifier': 'OCLC:39170769'}]"
1039,Savini G.,"Ravenna. Piante panoramiche, voll. VI-VIII. Edifici pubblici e privati, luoghi e cose notevoli subur",,,"[{'type': 'OTHER', 'identifier': 'OCLC:39170769'}]"
1040,Savini G.,"Per i monumenti e per la storia di Ravenna: note storiche, critiche e polemiche",,['Gaetano Savini'],"[{'type': 'OTHER', 'identifier': 'HARVARD:32044081011587'}]"
1041,Tonini C.,Compendio della storia di Rimini,,['Carlo Tonini'],"[{'type': 'OTHER', 'identifier': 'UCBK:C064419972'}]"
1043,Tonini L.,Appendice di Documenti al volume V della Storia di Rimini del Comm. Dott. Luigi Tonini,,['Luigi Tonini'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF990958362'}]"
1044,Tonini L.,Rimini dal 1500 al 1800: volume VI Della Storia civile e sacra riminese in proseguimento all'opera,,['Tonini'],"[{'type': 'OTHER', 'identifier': 'UBBS:UBBS-00138935'}]"
1045,Tonini L.,Rimini nel secolo XIII: con appendice di documenti,,['Luigi Tonini'],"[{'type': 'OTHER', 'identifier': 'ONB:+Z168187007'}]"
1046,Tonini L.,Rimini nella Signoria de' Malatesti: parte I che comprende il secolo XIV volume II del bibliotecario,,['Luigi Tonini'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105010661879'}]"
1047,Tonini L.,Rimini nella Signoria de' Malatesti: parte prima che comprende il secolo XIV : con appendice di documenti,,['Luigi Tonini'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105010661879'}]"
1048,Tonini L.,Storia civile e sacra riminese,,['Luigi Tonini'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF990958360'}]"
1049,Tonini L.,Storia civile e sacra riminese,,['Luigi Tonini'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF990958360'}]"
1051,Tonini L.,Storia di Rimini. III,,['Luigi Tonini'],"[{'type': 'OTHER', 'identifier': 'CHI:21697387'}]"
1052,Tonini L.,Storia di Rimini. IV,,['Istituto di Scienze Religiose A. Marvelli'],"[{'type': 'ISBN_13', 'identifier': '9788869272448'}, {'type': 'ISBN_10', 'identifier': '8869272443'}]"
1053,Tonini L.,Storia di Rimini. IV/II,,['Luigi Tonini'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105013746479'}]"
1054,Tonini L.,Storia di Rimini. V,,['Luigi Tonini'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105013746412'}]"
1055,Tonini L.,Storia di Rimini. II,,['Luigi Tonini'],"[{'type': 'OTHER', 'identifier': 'CHI:21697387'}]"
1056,Tiraboschi G.,Storia dell'augusta badia di S. Silvestro di Nonantola. II,,['Girolamo Tiraboschi'],"[{'type': 'OTHER', 'identifier': 'BML:37001101875248'}]"
1057,Tiraboschi G.,Memorie storiche modenesi col codice diplomatico illustrato con note dal cavaliere abate Girolamo Tiraboschi?Tomo 1.-5. ed ultimo!. III,,,"[{'type': 'OTHER', 'identifier': 'IBNF:CF990990928'}]"
1058,Tiraboschi G.,Memorie storiche modenesi col codice diplomatico illustrato con note dal cavaliere abate Girolamo Tiraboschi?Tomo 1.-5. ed ultimo!. IV,,,"[{'type': 'OTHER', 'identifier': 'IBNF:CF005857440'}]"
1059,Tiraboschi G.,Memorie storiche modenesi col codice diplomatico illustrato con note dal cavaliere abate Girolamo Tiraboschi?Tomo 1.-5. ed ultimo!. V,,,"[{'type': 'OTHER', 'identifier': 'IBNF:CF990990928'}]"
1060,Tiraboschi G.,Memorie storiche modenesi col codice diplomatico illustrato con note dal cavaliere abate Girolamo Tiraboschi? Tomo 1.-5. ed ultimo!. I,,,"[{'type': 'OTHER', 'identifier': 'IBNF:CF990990928'}]"
1061,Tiraboschi G.,Memorie storiche modenesi col codice diplomatico illustrato con note dal cavaliere abate Girolamo Tiraboschi?Tomo 1.-5. ed ultimo!. II,,,"[{'type': 'OTHER', 'identifier': 'IBNF:CF990990928'}]"
1062,,Canossa nel sistema fortificato matildico,,['Franca Manenti Valli'],"[{'type': 'ISBN_10', 'identifier': '8881031914'}, {'type': 'ISBN_13', 'identifier': '9788881031917'}]"
1063,,Castelli e Corti Reggiane,,,"[{'type': 'OTHER', 'identifier': 'STANFORD:36105113359629'}]"
1064,,Castelli reggiani,,['Maria Bertolani del Rio'],"[{'type': 'OTHER', 'identifier': 'OCLC:163782269'}]"
1065,,Chronicon Regiense,,"['Laura Artioli', 'Corrado Corradini', 'Clementina Santi']","[{'type': 'OTHER', 'identifier': 'UOM:39015052444208'}]"
1066,,Consuetudini e statuti reggiani del secolo XIII,,['Reggio Emilia'],"[{'type': 'OTHER', 'identifier': 'OCLC:878222434'}]"
1067,,Gli statuti dei conti Manfredi. Edizione delle raccolte di Albinea e Borzano (RE),,"['Antonella Campanini', 'Albinea', 'Montericco', 'Borzano']","[{'type': 'OTHER', 'identifier': 'OCLC:860520918'}]"
1068,,Guida ai misteri e segreti dell'Emilia Romagna,,"['Mario Spagnol', 'Luciano Zeppegno']","[{'type': 'OTHER', 'identifier': 'OCLC:797396200'}]"
